candidato,creado,fav,rt,texto
Guillermo_Lasso,01/19/2017,92.0,67.0,Empezamos la jornada con un conversatorio con alumnos de la Universidad de Otavalo. Muchas gracias por su recibimie https://t.co/ReZDWL618T
Guillermo_Lasso,01/18/2017,157.0,154.0,Ecuador necesita un CAMBIO. En politica en economia y en lo social. #CAMILOEcuador
Guillermo_Lasso,01/18/2017,393.0,356.0,Cerraremos la SENESCYT. Nos ahorraremos anualmente unos 40 millones y con eso incrementaremos el programa de becas. #CAMILOEcuador
Guillermo_Lasso,01/18/2017,297.0,305.0,Es comprensible que @Lenin no sepa como se crea un empleo porque nunca lo ha hecho. Yo tengo experiencia en el campo privado. #CAMILOEcuador
Guillermo_Lasso,01/18/2017,179.0,159.0,Actuaremos con madurez democratica sabiendo que una prensa libre es la mejor aliada de un Gobierno honesto. #CAMILOEcuador
Guillermo_Lasso,01/18/2017,237.0,217.0,Correa me menciona a mi porque sabe que somos la opcion del CAMBIO y que le vamos a ganar el proximo 19 de Febrero. #CAMILOEcuador
Guillermo_Lasso,01/18/2017,120.0,119.0,Se que la canasta basica esta en $690 por mes y el 62% de los ecuatorianos viven con ingresos menores a la canasta. #CAMILOEcuador
Guillermo_Lasso,01/18/2017,213.0,213.0,En las elecciones del 2017 se debaten el continuismo de Correa Moreno y Glas y el CAMBIO que representamos nosotr https://t.co/Q1xwJeSP1W
Guillermo_Lasso,01/18/2017,76.0,62.0,En pocos minutos estaremos EN VIVO en entrevista con @camilocnn por @CNNEE No se la pierdan! #VamosPorElCambio https://t.co/Y9TXfdIs0K
Guillermo_Lasso,01/17/2017,105.0,91.0,La entrevista en @CNNEE de hoy a las 21h00 pueden verla en los canales: 218 en TV Cable 105 en UNIVISA 704 en DirecTv 152-500 en ClaroTV
Guillermo_Lasso,01/17/2017,70.0,51.0,ESTA NOCHE a las 21h00 estaremos EN VIVO en una entrevista con @camilocnn por @CNNEE No se la pierdan! https://t.co/eFoApgCYJr
Guillermo_Lasso,01/17/2017,98.0,65.0,Esta noche estare en Miami para atender a las 21h00 una entrevista EN VIVO con @camilocnn en @CNNEE No se la pierdan! #VamosPorElCambio
Guillermo_Lasso,01/17/2017,45.0,27.0,En este momento en una entrevista singular en @radioelite9971. Hoy soy yo el entrevistador. Pueden escucharla en 99 https://t.co/RuymgVjcU9
Guillermo_Lasso,01/17/2017,171.0,138.0,Impulsaremos la entrada del Ecuador a la Alianza del Pacifico donde estan los paises que basan sus relaciones en comercio e inversion.
Guillermo_Lasso,01/17/2017,110.0,112.0,La dolarizacion la fortaleceremos con mas acuerdos de comercio. Mas Ecuador en el mundo y mas mundo en el Ecuador. @radiorumbagye
Guillermo_Lasso,01/17/2017,161.0,148.0,Necesitamos una prensa libre que actue sin la presion de ningun gobierno. El Ecuador necesita un bano de verdad. @desayunos24
Guillermo_Lasso,01/17/2017,191.0,150.0,En nuestro Gobierno la funcion judicial actuara de manera independiente y con todo el peso de la ley contra todos los corruptos.
Guillermo_Lasso,01/17/2017,140.0,121.0,Es urgente un CAMBIO en el Ecuador para lograr un manejo racional en la economia. Necesitamos generar EMPLEO para lograr prosperidad.
Guillermo_Lasso,01/17/2017,64.0,69.0,El desafio que nosotros tenemos es cambiar la tendencia de la economia para poder reestructurar la deuda ecuatoriana. @desayunos24
Guillermo_Lasso,01/17/2017,42.0,24.0,Buenos dias! Empezamos la entrevista en @desayunos24 en @teleamazonasec. No se la pierdan! https://t.co/gCfSojzc4w
Guillermo_Lasso,01/17/2017,618.0,851.0,Por que miente @Lenin ? Con mentiras como las de su jefe piensa dignificar la politica? https://t.co/x5fUtUQ6Kl
Guillermo_Lasso,01/16/2017,110.0,82.0,Estuvimos en AUTEC presentando nuestro plan #1MillonDeEmpleos En nuestro gobierno vamos a bajar los precios de los https://t.co/oBBnuso16X
Guillermo_Lasso,01/16/2017,52.0,32.0,Nuestro proyecto es amplio e incluyente. Los ecuatorianos estamos juntos en este proyecto politico @wayusapolitica https://t.co/5ALCajLDs8
Guillermo_Lasso,01/16/2017,87.0,56.0,Casa llena en la @FLACSOec ! Ya estamos aqui para este conversatorio con estudiantes y sociologos politicos https://t.co/XXjGFKENqf
Guillermo_Lasso,01/16/2017,160.0,108.0,Gracias por acompanarnos en esta masiva concentracion y por creer en nuestra propuesta #1MillonDeEmpleos https://t.co/kdeMBDpo22
Guillermo_Lasso,01/16/2017,157.0,127.0,El precio del cilindro de gas NO va a subir en nuestro gobierno. Vamos a eliminar el impuesto del 100% a la cocina https://t.co/ehYtxa2JuN
Guillermo_Lasso,01/16/2017,136.0,130.0,Vamos a eliminar 14 impuestos #VamosPorElCambio ?????? #1MillonDeEmpleos https://t.co/qLDffU0VY3
Guillermo_Lasso,01/16/2017,79.0,46.0,Aca he venido acompanado de Maria de Lourdes a un lugar donde venia de nino con mis padres #Quito #Calderon https://t.co/Vwz8PBqHmx
Guillermo_Lasso,01/16/2017,50.0,25.0,Ahora @maemontanov 'Desde esta ciudad hermosa #Quito donde se siente el sabor del CAMBIO les decimos que solo falta https://t.co/iNW1MIJfKk
Guillermo_Lasso,01/16/2017,66.0,45.0,Toma la palabra @diegosalgadorib 'Gracias a todos nos comprometemos a apoyar toda tu gestion y a tu propuesta https://t.co/bYUUDCauom
Guillermo_Lasso,01/16/2017,57.0,48.0,Toma la palabra @GuillermoCeli 'Los candidatos del CAMBIO estamos proponiendo #1MillonDeEmpleos en 4 anos y https://t.co/Bhjt5JcwrR
Guillermo_Lasso,01/16/2017,83.0,61.0,Masiva concurrencia en sector Calderon en #Quito luego de una pequena caminata ahora presentamos candidatos de parr https://t.co/7hvq4M1B8i
Guillermo_Lasso,01/16/2017,64.0,54.0,Arrancamos la caminata en sector Calderon en #Quito #VamosPorElCambio ?????? https://t.co/xccq1DvQRa
Guillermo_Lasso,01/16/2017,60.0,51.0,Hoy estaremos en #Quito realizando varias actividades #VamosPorElCambio ??????
Guillermo_Lasso,01/16/2017,139.0,81.0,Gracias a todos los partidarios de CREO en Europa por su apoyo en la gira por Italia. Hoy culmino en Roma https://t.co/tnaB5FcGld
Guillermo_Lasso,01/15/2017,124.0,89.0,Nuestra comunidad sigue creciendo! #VamosPorElCambio https://t.co/Bg067LN266
Guillermo_Lasso,01/15/2017,104.0,72.0,Luego estuvimos junto a @PaulOlsen1 en Salitre en un evento de apoyo a nuestra propuesta #1MillonDeEmpleos https://t.co/UXvm3vIuHD
Guillermo_Lasso,01/15/2017,117.0,70.0,Esta tarde estuvimos recorriendo Salitre para luego llevar a los candilejos nuestra propuesta de cambio y https://t.co/GF7AHuQYfL
Guillermo_Lasso,01/14/2017,100.0,63.0,Hoy durante una caravana de apoyo en #Salitre #VamosPorElCambio https://t.co/Cm5yYS9a3u
Guillermo_Lasso,01/14/2017,128.0,67.0,Hoy fuimos a almorzar al Paseo Shopping de Duran y recibimos muchisimas muestras de apoyo y carino. GRACIAS! https://t.co/gbenh4JT4R
Guillermo_Lasso,01/14/2017,97.0,70.0,Nuestra mas sentida nota de pesar para las familias afectadas en el terrible accidente #Yaguachi #Milagro
Guillermo_Lasso,01/14/2017,256.0,215.0,Todos quieren un CAMBIO!#1MillonDeEmpleos en 4 anos de gobierno es nuestra propuesta ayer en Azuay recibimos el a https://t.co/VjKZzGe0I1
Guillermo_Lasso,01/14/2017,145.0,105.0,Durante la caminata recibimos el apoyo masivo y carino de quienes quieren un CAMBIO en el Ecuador #VamosPorElCambio https://t.co/Vqu5OWWids
Guillermo_Lasso,01/14/2017,133.0,100.0,Para finalizar la jornada de hoy tuvimos en Guayaquil una masiva caminata en Cristo del Consuelo y Suburbio Oeste https://t.co/qnbPEWaH7K
Guillermo_Lasso,01/14/2017,88.0,58.0,Por la tarde nos reunimos con jovenes emprendedores escuchamos sus vivencias y presentamos nuestra propuesta https://t.co/CwmYCHnjoA
Guillermo_Lasso,01/14/2017,70.0,56.0,Esta manana en el Coliseo River Oeste de Guayaquil firmamos un acuerdo de gobernabilidad con Marcia Caicedo. https://t.co/OX5Agcazmo
Guillermo_Lasso,01/13/2017,235.0,163.0,Gran jornada esta tarde junto a @andrespaezec y la hospitalidad de @PaulCarrascoC y el pueblo cuencano! GRACIAS! https://t.co/aY0zfR7vc3
Guillermo_Lasso,01/12/2017,324.0,268.0,Acompanados de una multitud de simpatizantes realizamos una caminata por el centro historico de Cuenca https://t.co/29IJBO8GQF
Guillermo_Lasso,01/12/2017,309.0,369.0,El candidato @Lenin ha reconocido en su declaracion esta manana que nuestra propuesta #1MillonDeEmpleos en 4 anos https://t.co/VdXOjHqkT7
Guillermo_Lasso,01/12/2017,193.0,164.0,Interminable carvana! #VamosPorElCambio #Cuenca #Azogues https://t.co/YoD3plC82b
Guillermo_Lasso,01/12/2017,92.0,65.0,Arrancamos la caravana desde #Azogues #VamosPorElCambio https://t.co/bn5yHPQHjt
Guillermo_Lasso,01/12/2017,87.0,53.0,Llegamos a Cuenca y arrancamos junto a @andrespaezec y @PaulCarrascoC con rueda de prensa en nuestra sede https://t.co/jp1rAM1RUo
Guillermo_Lasso,01/12/2017,518.0,823.0,El engano del correismo quiere continuar con @Lenin https://t.co/QVVAakb6gO
Guillermo_Lasso,01/12/2017,70.0,55.0,En nuestro programa de gobierno hemos incluido fortalecer la educacion intercultural bilinge @UTEoficial @FEUPE_EC https://t.co/ebhpsCM1r1
Guillermo_Lasso,01/12/2017,56.0,44.0,Recibimos preguntas de estudiantes universitarios @UTEoficial @FEUPE_EC https://t.co/2SbCfIML3W
Guillermo_Lasso,01/12/2017,97.0,79.0,EMPLEO es oportunidad para que un padre lleve alimento eduque a sus hijos lleve salud a su familia @UTEoficial https://t.co/vjwUuhmqmZ
Guillermo_Lasso,01/12/2017,59.0,47.0,Gran convocatoria se estudiantes en la @UTEoficial gracias a la invitacion de la @FEUPE_EC (Federacion de Estudiant https://t.co/LIUKKxmL2m
Guillermo_Lasso,01/12/2017,42.0,30.0,En instantes arrancamos la jornada #DialogoElectoral2017 con estudiantes en la @UTEoficial @FEUPE_EC https://t.co/6gHUbidfOh
Guillermo_Lasso,01/11/2017,160.0,136.0,Vamos a devolver la autonomia a las Universidades. Que ustedes decidan no el gobierno. Vamos a cerrar la Senescyt @PUCE_Ecuador @Feuce_Q
Guillermo_Lasso,01/11/2017,72.0,69.0,Compromiso total con la cultura. Promoveremos el emprendimiento cultural y artistico en el Ecuador. Zona franca de https://t.co/MULC3sezZ3
Guillermo_Lasso,01/11/2017,54.0,46.0,La propuesta de crear #1MillonDeEmpleos apunta a las familias y a crear seguridad @PUCE_Ecuador @Feuce_Q https://t.co/gpvbdShBjE
Guillermo_Lasso,01/11/2017,97.0,61.0,En materia de justicia vamos a acudir a la ONU para que envie una mision para reestructurar la justicia en el Ecuad https://t.co/98CuNjl1x2
Guillermo_Lasso,01/11/2017,102.0,81.0,La propuesta Ley del primer emprendimiento consiste en constituir una empresa en 1 dia via internet y capitalizar t https://t.co/IGcf456NS4
Guillermo_Lasso,01/11/2017,70.0,58.0,Mas Ecuador en el mundo y mas mundo en el Ecuador. Necesitamos acuerdos de comercio para apertura de mercado https://t.co/C59q2kJEP6
Guillermo_Lasso,01/11/2017,55.0,37.0,Estamos en la @PUCE_Ecuador en un conversatorio con los estudiantes al que hemos sido invitados @Feuce_Q https://t.co/5pO8XHLBy3
Guillermo_Lasso,01/11/2017,153.0,120.0,Durante 46 anos de emprendimiento he generado mas de cien mil empleos #VamosPorElCambio https://t.co/hsUxV9Aj26
Guillermo_Lasso,01/11/2017,88.0,61.0,Estamos en Quito en el sector de #Chillogallo y en este momento arrancamos la caminata #VamosPorElCambio https://t.co/gpqv9U4ILj
Guillermo_Lasso,01/10/2017,128.0,94.0,Hoy en la tarde recorrimos la zona norte de Guayaquil. Llevamos el mensaje de esperanza #VamosPorElCambio https://t.co/nEuJ28TPYK
Guillermo_Lasso,01/10/2017,227.0,120.0,Lo invito a ver un video de la caminata de ayer en Bastion Popular y Sauces en #Guayaquil #VamosPorElCambio https://t.co/RnmydC9NIj
Guillermo_Lasso,01/10/2017,77.0,88.0,Responsabilidad frente al pueblo venezolano: https://t.co/hhdcMzNbrJ
Guillermo_Lasso,01/10/2017,162.0,165.0,Derogaremos Ley de Comunicacion. Nada bueno puede tener una ley que coarta la libertad de expresion de los ecuatorianos. #VamosPorElCambio
Guillermo_Lasso,01/10/2017,266.0,236.0,Vamos a cerrar la SENESCYT y con ese dinero que nos ahorraremos incrementaremos las becas para los estudiantes. #VamosPorElCambio
Guillermo_Lasso,01/10/2017,55.0,44.0,Sobre seguridad nuestra propuesta es fortalecer a la Policia Nacional con mas recurso humano tecnologia permane https://t.co/opufXpmv4G
Guillermo_Lasso,01/10/2017,78.0,72.0,En nuestro Gobierno se respetaran los derechos laborales. Queremos seguridad para las familias ecuatorianas. #VamosPorElCambio
Guillermo_Lasso,01/10/2017,81.0,61.0,Los ecuatorianos no quieren regalos quieren TRABAJO para darle una vida digna a sus familias. #VamosPorElCambio https://t.co/PXU2pTYHue
Guillermo_Lasso,01/10/2017,87.0,64.0,Proponemos #1MillonDeEmpleos en 4 anos de Gobierno eliminando 14 impuestos para que ese dinero quede en manos de l https://t.co/D2CEceQYHb
Guillermo_Lasso,01/10/2017,59.0,32.0,Estamos EN VIVO en @LosConfiables en @CanalUnoTv. No se pierdan la entrevista! #VamosPorElCambio https://t.co/NSlnHkOc0u
Guillermo_Lasso,01/10/2017,105.0,83.0,Vamos a fortalecer la dolarizacion. Para lograrlo necesitamos atraer inversion extranjera y firmar acuerdos de come https://t.co/v57Gf3cN7M
Guillermo_Lasso,01/10/2017,38.0,32.0,En este momento estamos en @forever925. Sintonicen 92.5 FM en #Guayaquil para escuchar la entrevista. https://t.co/cwMeJWkctQ
Guillermo_Lasso,01/10/2017,17.0,9.0, @carlomirandav Estimado Carlos de todas las empresas afectadas. No se le puede poner limite a los suenos de los ecuatorianos. Un abrazo!
Guillermo_Lasso,01/10/2017,98.0,127.0,Eliminaremos el techo a las utilidades en las telefonicas. No podemos permitir que se le ponga un techo a los sueno https://t.co/tpTwWkZGr3
Guillermo_Lasso,01/10/2017,63.0,62.0,Ecuador requiere un CAMBIO para generar #1MillonDeEmpleos. Para eso eliminaremos 14 impuestos. #VamosPorElCambio @radioatalaya680
Guillermo_Lasso,01/10/2017,14.0,13.0,Ahora estamos en @radioatalaya680. Sintonicen 680 AM en #Guayaquil. No se pierdan la entrevista!
Guillermo_Lasso,01/10/2017,40.0,28.0,Luego continue en @rcristal870AM. Capitalizaremos Ban Ecuador con 1.000 millones de dolares para otorgar credito po https://t.co/xOXCcbOJCI
Guillermo_Lasso,01/10/2017,43.0,42.0,Alianzas entre asociaciones de productores y empresas titulacion de tierras dotacion de secadoras a las asociaciones. #VamosPorElCambio
Guillermo_Lasso,01/10/2017,143.0,101.0,Credito a largo plazo con bajo interes asistencia tecnica de calidad comercializacion moderna a traves de la bolsa de productos.
Guillermo_Lasso,01/10/2017,63.0,57.0,En el Gobierno del CAMBIO al agro no se lo va a tratar como la ultima rueda del coche sino como el primer motor del https://t.co/k6OiYPoGiv
Guillermo_Lasso,01/10/2017,74.0,47.0,Muy buenos dias amigos. Hoy comenzamos a las 04:00am para atender entrevistas en programas especializados para agri https://t.co/9TRqS5uGF2
Guillermo_Lasso,01/10/2017,42.0,25.0,Los invito hoy via Facebook Live a nuestro programa semanal #YoPregunto a las 20h00. Espero sus preguntas!
Guillermo_Lasso,01/10/2017,106.0,76.0,Los candidatos del CAMBIO recorrimos esta tarde populares barrios de Guayaquil donde cada dia crecemos mas https://t.co/fzNZfMIHZ0
Guillermo_Lasso,01/09/2017,39.0,29.0,Continuamos nuestro recorrido en @Ecuantena 1030AM hablando de nuestra propuesta de #1MillonDeEmpleos https://t.co/57FX86ypg3
Guillermo_Lasso,01/09/2017,67.0,82.0, @MariaCorinaYA @leopoldolopez @hcapriles @JulioBorges @hramosallup @NTN24 @noticias24 @MiamiHerald @noticierovv https://t.co/vvM7rH1OUh
Guillermo_Lasso,01/09/2017,43.0,34.0,HOY a las 20h00 estare contestando sus preguntas #YoPregunto ?? https://t.co/BmKdDswmbB
Guillermo_Lasso,01/09/2017,328.0,171.0,Hoy por la manana tuvimos una multitudinaria caminata en Bastion Popular #VamosPorElCambio https://t.co/yq7GymxAsd
Guillermo_Lasso,01/09/2017,77.0,78.0,Al bajar impuestos se reactiva la economia y se genera empleo. Eso es lo que necesita el Ecuador. Por eso crearemo https://t.co/EW5vThbJMs
Guillermo_Lasso,01/09/2017,21.0,17.0,Ahora estamos en @Universal1270am. Sintonicen 1270 AM en #Guayaquil https://t.co/KPc8bLKIws
Guillermo_Lasso,01/09/2017,78.0,72.0,Necesitamos fortalecer a las instituciones democraticas para que nos ayuden en la lucha contra la corrupcion. #VamosPorElCambio
Guillermo_Lasso,01/09/2017,90.0,82.0,Vamos a preocuparnos del pequeno agricultor del pequeno ganadero. Vamos a tecnificar el campo. Nuestro Gobierno sera el Gobierno del campo.
Guillermo_Lasso,01/09/2017,78.0,97.0,Impulsaremos la 'Ley del Primer Emprendimiento'. Crearemos un fondo de $ 100 MM para capitalizar emprendimientos. https://t.co/vAQpFTtsyM
Guillermo_Lasso,01/09/2017,92.0,89.0,Para lograr #1MillonDeEmpleos hay que eliminar 14 impuestos para dejar alrededor de 3.000 millones de dolares en manos de los ecuatorianos.
Guillermo_Lasso,01/09/2017,69.0,69.0,La experiencia que tengo en la creacion de empleo ahora la pongo a disposicion de los ecuatorianos para crear #1MillonDeEmpleos
Guillermo_Lasso,01/09/2017,16.0,13.0,Ya estamos en los estudios de @WQRadio_EC. Sintonicen 102.1 FM para seguir la entrevista en #Guayaquil #VamosPorElCambio
Guillermo_Lasso,01/09/2017,70.0,42.0,Iniciamos la segunda semana de campana en Guayaquil. Lluvioso y fresco. Un abrazo para todos ustedes y sus familias https://t.co/pko2P85hKf
Guillermo_Lasso,01/07/2017,71.0,46.0,En #Riobamba y en todo #Chimborazo VOTA TODO 21-23 #VamosPorElCambio https://t.co/0ZafMt1cqE
Guillermo_Lasso,01/07/2017,157.0,138.0,Reactivaremos la agricultura con credito a largo plazo y bajo interes. El Gobierno del CAMBIO sera el Gobierno del https://t.co/CGJDDepKBj
Guillermo_Lasso,01/07/2017,157.0,106.0,Muchas gracias a Riobamba por este recibimiento. Vamos todos juntos por el CAMBIO. Vamos por #1MillonDeEmpleos https://t.co/y9gufBE5SC
Guillermo_Lasso,01/07/2017,102.0,83.0,Llevaremos a cabo un amplio programa de prevencion del uso de drogas para cuidar a nuestros ninos y jovenes. https://t.co/0CDTjet6NW
Guillermo_Lasso,01/07/2017,83.0,66.0,La provincia de Chimborazo es agricola ganadera y turistica. En nuestro Gobierno impulsaremos zonas francas de tur https://t.co/jJk6P4Hsud
Guillermo_Lasso,01/07/2017,72.0,52.0,Empezamos la jornada en #Riobamba con una rueda de prensa presentando nuestra propuesta de #1MillonDeEmpleos https://t.co/mLOXpDXiR3
Guillermo_Lasso,01/07/2017,138.0,111.0,El 19 de Febrero es el dia del CAMBIO en el Ecuador. Vamos juntos por #1MillonDeEmpleos. #VamosPorElCambio https://t.co/prDfdV7jiW
Guillermo_Lasso,01/07/2017,170.0,126.0,Muchas gracias a todos los que nos acompanaron en las calles de #Latacunga. Ustedes tienen el poder en sus manos.  https://t.co/AXbejsfHyf
Guillermo_Lasso,01/07/2017,79.0,50.0,?? Semana de lanzamiento de campana  por @LassoGuillermo https://t.co/BnkoKgpaEC
Guillermo_Lasso,01/06/2017,75.0,48.0,En Radio Nueva Sol de #Pujili. Vamos a eliminar a la Senescyt y ampliaremos el programa de becas a los estudiantes https://t.co/VmcXjwVKLu
Guillermo_Lasso,01/06/2017,129.0,88.0,En rueda de prensa en #Latacunga reiteramos nuestro compromiso de eliminar 14 impuestos para generar https://t.co/dJqZlLK0Tz
Guillermo_Lasso,01/06/2017,100.0,83.0,Pediremos a la ONU que envie una comision tecnica para hacer la revision integra de la justicia ecuatoriana. @democraciaec #VamosPorElCambio
Guillermo_Lasso,01/06/2017,66.0,63.0,Nosotros proponemos con absoluta claridad la defensa de la dolarizacion. #VamosPorElCambio  @democraciaec https://t.co/EW2b8U2CVm
Guillermo_Lasso,01/06/2017,27.0,24.0,Ahora estamos en entrevista en @democraciaec. Sintonicen 92.5 FM en #Quito. No se la pierdan! #VamosPorElCambio https://t.co/KvXPS77O1h
Guillermo_Lasso,01/06/2017,114.0,86.0,Los ecuatorianos no quieren regalos. Quieren oportunidades quieren un trabajo quieren emprender. Por eso vamos po https://t.co/YF4b1MXCT1
Guillermo_Lasso,01/06/2017,91.0,67.0,He creado mas de 100.000 empleos en el campo privado. Yo tengo experiencia en la creacion de empleo. #VamosPorElCambio
Guillermo_Lasso,01/06/2017,59.0,42.0,Nosotros somos la alternativa del CAMBIO. Proponemos facilitar la creacion de #1MillonDeEmpleos en 4 anos de Gobier https://t.co/ZItsgeS0V4
Guillermo_Lasso,01/06/2017,36.0,27.0,Empezamos la jornada en Quito! Estamos en Radio America. Sintonicen 104.5 FM en la capital. #VamosPorElCambio https://t.co/cc86CdVtil
Guillermo_Lasso,01/06/2017,231.0,187.0,Casa llena hoy en Quito! GRACIAS por tanto carino y apoyo! #VamosPorElCambio https://t.co/ludo5GJPHA
Guillermo_Lasso,01/06/2017,140.0,115.0,Derogaremos la Ley de Comunicacion para que surjan nuevos talentos y los que estan puedan desarrollar todo su pote https://t.co/VdAxuKR9yt
Guillermo_Lasso,01/06/2017,95.0,59.0,Hoy en la tarde en #Quito estuvimos en La Plaza Bienvenida en el norte de Quito luego tuve una entrevista muy entr https://t.co/lA0rvHmNAT
Guillermo_Lasso,01/05/2017,409.0,471.0,Propongo la creacion de #UnMillonDeEmpleos fortaleciendo el dolar y atrayendo inversion. https://t.co/qJlZzZshcJ
Guillermo_Lasso,01/05/2017,119.0,156.0,Vamos junto a @andrespaezec por el CAMBIO! #VamosPorElCambio https://t.co/cP1n9CnGU1
Guillermo_Lasso,01/05/2017,247.0,255.0,Pongamonos de pie para festejar el gran triunfo de la democracia el proximo 19 de febrero! Un abrazo para todos us https://t.co/gMWus3J9Ik
Guillermo_Lasso,01/05/2017,168.0,196.0,Aqui esta @andrespaezec @GuillermoCeli @FaustoCoboEC y todos los candidatos del CAMBIO con los que llevaremos a ca https://t.co/QcUuOzeTB3
Guillermo_Lasso,01/05/2017,155.0,196.0,Por eso el 19 de Febrero todo un pueblo votara por el CAMBIO por un pais libre un pais de esperanza! https://t.co/g9JxbFwiw3
Guillermo_Lasso,01/05/2017,118.0,176.0,Los ecuatorianos libres votamos por el CAMBIO en el 2017! #VamosPorElCambio https://t.co/YhRHUUhczp
Guillermo_Lasso,01/05/2017,163.0,180.0,El debate de las proximas elecciones es el 2 modelos el continuismo que ha creado desempleo o el CAMBIO que representamos uds y nosotros!
Guillermo_Lasso,01/05/2017,106.0,158.0,Arranca Guillermo con un Viva Quito! Viva el Ecuador! #VamosPorElCambio https://t.co/oMxbaNhJPj
Guillermo_Lasso,01/05/2017,63.0,153.0,Arrancamos el evento de lanzamiento de campana en #Quito #VamosPorElCambio https://t.co/xQufu5SSyq
Guillermo_Lasso,01/05/2017,218.0,228.0,Hoy empieza el CAMBIO! Muchas gracias a todos los que nos acompanaron en el lanzamiento de campana en Guayaquil. https://t.co/cLIugsASYZ
Guillermo_Lasso,01/05/2017,196.0,207.0,Un abrazo a los periodistas que luchan por la libertad. Un periodismo libre es el mejor aliado de un gobierno honesto. #DiaDelPeriodista
Guillermo_Lasso,01/04/2017,179.0,211.0,Ellos dicen #QuieroVerALasso Yo #QuieroVer un CAMBIO en el Ecuador. https://t.co/vQZ8RR1Xjq
Guillermo_Lasso,01/04/2017,208.0,263.0,Ellos dicen #QuieroVerALasso Yo #QuieroVer jovenes ecuatorianos decidiendo su carrera universitaria sin que el gobi https://t.co/ARjxQLdpBt
Guillermo_Lasso,01/04/2017,123.0,190.0,Yo #QuieroVer que los ecuatorianos tengan #1MillonDeEmpleos dignos https://t.co/q9MdaFRsDe
Guillermo_Lasso,01/04/2017,225.0,265.0,Recuperaremos la esperanza para las familias ecuatorianas. Hoy empieza el CAMBIO. Gracias a todos ustedes! https://t.co/qMQFEQ8WLN
Guillermo_Lasso,01/04/2017,190.0,244.0,La lista 21-23 defendera a la familia ecuatoriana. Por eso agradezco la compania de mi familia el dia de hoy. https://t.co/ZaYzWjDkCR
Guillermo_Lasso,01/04/2017,99.0,151.0,#VamosPorElCambio junto a todos los asambleistas de las listas 21-23. Vamos a crear #1MillonDeEmpleos https://t.co/49S3oDrZOH
Guillermo_Lasso,01/04/2017,152.0,209.0,#VamosPorElCambio para luchar contra la corrupcion fortaleciendo las instituciones democraticas en el Ecuador. https://t.co/0JqfdtytrZ
Guillermo_Lasso,01/04/2017,170.0,233.0,He creado mas de 100.000 empleos en el campo privado y ahora quiero ponerme al servicio de los ecuatorianos. Vamos https://t.co/fd4tSYwwrz
Guillermo_Lasso,01/04/2017,144.0,192.0,El pueblo ecuatoriano tiene el poder en sus manos para decirle NO al continuismo. #VamosPorElCambio https://t.co/3BCmSdZoMp
Lenin_Moreno,01/22/2017,55.0,211.0,Gracias por la invitacion #AmigosAlAire y a las 50 radios que retransmitieron en 19 provincias. Nos vemos la proxim https://t.co/IT58FPuXrV
Lenin_Moreno,01/22/2017,52.0,201.0,Manana de domingo con alegria anecdotas familiares musica romantica y del recuerdo y sobre todo con el carino de https://t.co/Ev2LtVd07V
Lenin_Moreno,01/22/2017,121.0,340.0,Ya estamos compartiendo en programa #AmigosAlAire de @RADIOAMERICAEC y retransmitida a nivel nacional. Siguela por https://t.co/RjpDnRhW2e
Lenin_Moreno,01/22/2017,287.0,505.0,Gracias a los 21.000 activistas que trabajan juntos por el cambio verdadero! https://t.co/BMUQO6uUkh
Lenin_Moreno,01/22/2017,183.0,400.0,Hoy nos reunimos en Quito con coordinadores y activistas voluntarios que suenan y construyen 'Un Pais Que Te Cuida' https://t.co/H30jHmZVtC
Lenin_Moreno,01/21/2017,466.0,671.0,Nuestro objetivo es desempleo cero y analfabetismo cero por eso vamos a gobernar con todos ustedes. Vamos a ser un https://t.co/wOdLUNtjsq
Lenin_Moreno,01/21/2017,295.0,524.0,Hay que empezar a hacer un trabajo casa a casa porque el triunfo debe ser contundente. Tenemos que ganar la Asamble https://t.co/n1qwKE6zGv
Lenin_Moreno,01/21/2017,239.0,439.0,Gracias a los diferentes colectivos y grupos por este momento. Ustedes son parte de este cambio verdadero. https://t.co/GH0K2MgmsR
Lenin_Moreno,01/21/2017,333.0,516.0,Gracias Rocio por tu apoyo y amor incondicional. https://t.co/yXb5fak8kG
Lenin_Moreno,01/20/2017,375.0,580.0,Tendran todo el apoyo de su gobierno para sacar adelante estas bellezas. No pueden permanecer guardadas. Impulsarem https://t.co/miBQ7TrbbP
Lenin_Moreno,01/20/2017,509.0,633.0,Es admirable la riqueza natural espiritual y turistica que tienen en Mangahurco. Su bosque de Guayacanes sera prom https://t.co/Qf2KGzAjov
Lenin_Moreno,01/20/2017,1254.0,1730.0,Juventud esperanza y compromiso es la fuerza para avanzar El futuro no espera es ahora! #LateUnNuevoEcuador https://t.co/6JCrcbeXTr
Lenin_Moreno,01/19/2017,550.0,755.0,Durante mi almuerzo con gestores culturales de Loja Raul Flores nos impresiono a todos con su gran talento. Gracia https://t.co/c4cpwnbnLE
Lenin_Moreno,01/19/2017,394.0,681.0,Vamos a apoyar sus emprendimientos con mas creditos y asi seran el principal generador de empleo. Tienen mi comprom https://t.co/IeJco9MFzX
Lenin_Moreno,01/19/2017,258.0,400.0,La creatividad la imaginacion la innovacion son puntos fundamentales para el emprendimiento. https://t.co/im2E1vtCWV
